Year,Country,Region,Crop_Type,Average_Temperature_C,Total_Precipitation_mm,CO2_Emissions_MT,Crop_Yield_MT_per_HA,Extreme_Weather_Events,Irrigation_Access_%,Pesticide_Use_KG_per_HA,Fertilizer_Use_KG_per_HA,Soil_Health_Index,Adaptation_Strategies,Economic_Impact_Million_USD,Affected_by_Climate_Change
2013,Australia,Western Australia,Wheat,20.11909389522951,996.87535828515,18.33,1.5477480188451087,10,81.52,40.51,99.79,38.943846504534534,Water Management,338.5351040203921,0
2006,Australia,Western Australia,Sugarcane,21.06195693485913,1093.7445123115663,21.33,1.570008571889654,10,86.87,14.71,84.13,58.13915576411913,Drought-resistant Crops,248.78985940892977,0
1991,Brazil,North,Fruits,27.559332614263454,781.4434941974522,28.72,2.427748262556794,10,85.85,18.26,89.93,51.05954498289832,Crop Rotation,486.8015778757328,0
2003,China,North,Corn,24.001424616330944,964.5913769777892,23.71,2.1615922474458475,10,54.16,47.83,82.38,52.57447498586591,Water Management,744.3981307336198,0
2001,Australia,Victoria,Fruits,19.564545631769274,936.562423609544,10.35,2.248367960203385,9,52.11,21.86,65.52,49.8357451581904,No Adaptation,388.90160286741735,0
2005,China,North,Soybeans,20.739178853421794,889.3682317942189,21.5,2.713619491279143,10,26.05,4.59,49.19,70.30990949696475,Water Management,458.1732223088808,0
2004,Argentina,Northwest,Soybeans,24.642802585717448,974.1166158874009,28.84,1.996928746596707,10,49.39,2.76,5.49,46.49746275485759,Crop Rotation,513.3277675858188,1
2014,India,Tamil Nadu,Coffee,12.595822706733951,810.1834152683206,1.5,3.360564601316206,3,24.72,47.18,20.96,39.755942268729854,Crop Rotation,816.7582192201153,0
1991,India,Maharashtra,Barley,18.65151889822028,1091.5974351493473,22.61,1.4660060781038864,10,34.9,40.58,67.97,47.612094319732456,Organic Farming,530.6348425111614,0
2017,France,Nouvelle-Aquitaine,Sugarcane,16.170548430155428,678.7642373277444,2.18,3.6433266672698488,1,97.28,32.71,87.77,39.93836427832057,Crop Rotation,963.0781117627191,0
2023,Nigeria,South East,Soybeans,16.507729070277673,954.9026151190835,4.19,2.1826461381748494,9,64.34,21.47,53.91,57.682657579380795,No Adaptation,499.53477917589873,0
1996,France,Ile-de-France,Rice,18.641491772541485,815.2107043838779,10.88,2.8752960776405225,7,47.92,4.32,50.68,53.686341109662045,Crop Rotation,786.6064407399217,0
2004,China,East,Coffee,17.914165830991195,911.7771430737854,2.91,2.3667069661931817,9,41.63,43.6,37.66,61.48072823115272,Crop Rotation,637.6528124426027,0
2022,Argentina,Northeast,Soybeans,14.672940251571465,840.4456744445343,8.95,2.2745851542123834,10,64.99,19.07,8.6,61.02090136114039,Drought-resistant Crops,434.5522047961155,0
2012,Canada,Prairies,Vegetables,23.099228538651865,927.2436277403671,14.74,2.3327909333487646,10,91.98,22.55,62.13,64.84516174677378,Drought-resistant Crops,723.1962226931511,0
2012,France,Nouvelle-Aquitaine,Wheat,21.17977566200029,919.1349710549449,10.91,2.0961636548840383,10,61.39,8.91,75.72,52.79087492440361,Crop Rotation,506.25619459576774,0
1999,Argentina,Patagonia,Fruits,12.761293414753172,943.8475253361526,18.05,2.0947911784619873,10,49.34,13.71,28.09,51.452662310386096,Water Management,490.3908897388025,0
2005,France,Grand Est,Sugarcane,18.29200873327167,846.0290580400799,15.03,2.837735986412313,10,79.68,11.03,89.38,81.88529351182694,Crop Rotation,447.2807702515974,0
1997,Nigeria,North West,Wheat,15.552764885053062,848.4674388920378,7.67,3.4292068446718056,6,99.21,36.21,84.05,75.10700612715387,Crop Rotation,773.2298812778388,0
2021,Argentina,Pampas,Corn,27.519371194589453,836.9492874200183,24.09,2.8126649425806467,10,68.25,39.09,46.49,75.259394676108,No Adaptation,652.3842053496737,0
1997,China,South,Wheat,22.67137965756413,845.1303348014478,6.73,3.3333359626651684,7,90.8,2.56,96.01,81.95407316300624,Crop Rotation,849.2047255724367,0
1992,Russia,Central,Coffee,8.992591373112592,608.6791577562732,0.82,3.410658856339599,2,82.29,3.02,0.26,55.18189034747725,Crop Rotation,732.2659474152911,0
2005,Canada,Ontario,Sugarcane,23.138892832279,846.4920868174328,22.76,2.2430125703526738,10,17.04,39.05,92.98,49.54954107626042,Water Management,296.76128262937397,0
2012,Brazil,South,Wheat,16.061197100382074,894.0326771649225,24.93,2.384495845499722,10,40.59,13.02,28.65,56.289105963129316,Organic Farming,581.8559804588156,0
2018,India,West Bengal,Vegetables,24.51369463481564,942.5390286121827,17.95,2.995247408398882,6,54.61,15.34,91.22,59.95317640625325,Organic Farming,879.512057360769,0
2024,Brazil,Southeast,Coffee,18.633608178188393,766.5851706040114,22.02,2.3256504225521732,10,77.38,38.3,77.23,50.801245096615325,Water Management,642.5396364516498,0
1990,Australia,Victoria,Vegetables,27.137859734922685,971.142978692827,20.54,2.4902607623951774,10,72.44,0.88,83.48,73.37932171121001,Organic Farming,411.02156348096946,0
2001,India,West Bengal,Rice,11.27658308433786,891.74891505338,11.87,2.4817165099513443,10,14.69,44.09,77.82,67.53448829014305,Crop Rotation,523.665774712048,0
1991,Brazil,North,Vegetables,28.770922416681344,872.2762373271161,24.64,2.2870879762845417,10,94.33,26.2,58.73,55.557352114384855,Water Management,425.0471304300824,0
2008,India,Punjab,Vegetables,17.612079854183097,938.5880466964709,15.54,2.1199238169897217,10,89.15,34.4,53.07,51.956156259802626,No Adaptation,360.9136636530793,0
1992,Canada,British Columbia,Vegetables,25.28148909573072,796.3370717438354,22.58,2.46962192638476,10,90.1,20.58,31.35,60.9369934961953,Organic Farming,394.37784787986976,0
1993,Canada,Quebec,Corn,24.208696228390217,1025.48636861332,23.83,1.550640655037241,10,52.47,24.65,77.67,46.77338795032182,Crop Rotation,164.9083344917505,1
2010,Brazil,South,Wheat,19.70156682185233,576.5039552297583,1.83,3.648880566581886,0,95.82,2.97,4.45,54.876225031824376,No Adaptation,814.5106927878596,0
2022,Nigeria,South West,Corn,9.319893274923608,793.3718449270639,2.83,4.505884304526152,0,22.21,0.38,25.48,75.64689890383053,No Adaptation,1178.1364424486885,0
2004,Russia,Siberian,Rice,11.941663365074763,873.4617977140131,10.19,2.1707749470370246,10,36.72,43.45,58.03,52.28309032750239,Drought-resistant Crops,516.2148007675524,0
2009,Nigeria,North West,Barley,24.20141370824458,776.8858434562738,28.09,2.3756550098017737,10,38.93,16.6,1.03,53.960778950947265,Organic Farming,357.0820691858876,0
1999,Argentina,Patagonia,Sugarcane,19.501136588500795,863.8251811221048,11.49,2.5590384242508533,10,43.2,11.86,17.23,65.44872249190036,Crop Rotation,664.328727733852,0
1992,China,Central,Soybeans,17.80004716012929,766.5854521739343,2.83,2.1051013157358813,10,96.99,12.45,88.76,49.575762944165376,Water Management,561.0299684193533,0
2015,USA,South,Rice,27.60566793155839,800.9763885208665,29.2,2.950987829773088,10,29.87,37.76,90.45,78.75726020862426,Crop Rotation,810.6872850370839,0
1993,Brazil,Northeast,Sugarcane,20.026595328108897,959.8187475035073,19.26,2.0346850770361335,10,26.68,43.26,35.95,50.69157037204219,Drought-resistant Crops,501.82559993262396,0
2012,India,Tamil Nadu,Fruits,16.34551409173714,638.6462746762946,4.1,4.008676793336098,0,36.04,31.9,72.15,58.1023020180672,Crop Rotation,840.2297778904317,0
2015,Nigeria,North West,Rice,22.067973066835535,1074.7727360714628,28.08,1.583875480368681,10,50.97,48.54,42.09,51.71179259395777,Drought-resistant Crops,449.5927146290039,1
2002,USA,Northeast,Coffee,18.740807215635655,784.0072916299372,0.7,4.225185013165323,0,42.27,44.93,47.48,58.01925955383402,Water Management,1004.9968187727446,0
1993,France,Ile-de-France,Vegetables,21.43541814881947,599.4049766892521,3.52,3.3683644778173014,2,91.61,5.91,38.12,54.81664385237232,Water Management,700.7533291586926,0
2011,Brazil,North,Vegetables,22.30070580564078,944.7607673364636,29.52,2.0941483749477254,10,13.78,6.17,81.59,48.34211157456501,Crop Rotation,473.0102726634125,0
1993,USA,Northeast,Fruits,20.514552397434827,642.8451171309406,3.83,3.608912474930924,3,34.15,10.77,41.14,63.04046728832631,Crop Rotation,967.3399775340521,0
2009,France,Ile-de-France,Corn,13.018908037596434,854.0911979510902,1.67,4.295750350101402,2,59.76,11.72,23.22,80.37931685547974,Drought-resistant Crops,958.6992766730086,0
2011,USA,Northeast,Coffee,21.8442367542101,985.0416145685637,20.36,2.3601295030311986,10,55.37,17.36,34.17,72.1822147347213,Crop Rotation,655.353758263479,0
1991,Canada,Prairies,Fruits,18.721531236099537,913.1931432302944,26.83,2.2562251041640753,10,38.64,49.19,89.1,51.40435415762832,Water Management,587.3386271817071,0
2014,Brazil,Northeast,Sugarcane,16.961566702700704,911.86936684982,13.42,2.2206437034432938,10,42.42,1.41,87.46,56.58198930934611,Crop Rotation,540.6890529604009,0
2018,Brazil,North,Wheat,23.786928652833996,1113.6278519446273,19.46,1.0130115241926632,10,68.93,5.61,3.07,35.1853316078362,Water Management,247.18206421207765,0
2007,USA,West,Coffee,14.172742979822878,696.6656268443176,4.56,3.6094776045778634,3,69.32,32.46,69.54,61.78727486789713,Organic Farming,543.2171680204638,0
2019,India,Maharashtra,Coffee,16.91365723561325,929.2757458401479,11.67,2.0515788067831897,8,65.72,5.21,98.64,30.0,Crop Rotation,784.7133725208596,0
2014,Nigeria,North West,Wheat,20.72154771174521,690.0387501741261,8.2,3.1930302189172677,5,82.19,21.41,17.63,57.11480832494342,Water Management,789.9131352384684,0
2017,Russia,Volga,Vegetables,29.322806782195734,677.4858871989759,27.26,2.575369959743801,10,22.82,34.54,37.18,71.0429263266945,Organic Farming,826.3813656164489,0
1992,France,Ile-de-France,Corn,24.321595437487403,956.3173497452109,13.96,2.3741413067289567,8,12.84,47.48,24.57,51.27771179916408,Drought-resistant Crops,685.7107549907774,0
1990,China,South,Fruits,18.03099926031961,977.4791969065009,13.17,1.9400569252775446,10,39.51,2.78,7.57,54.111243523312716,No Adaptation,567.7711807488125,0
2024,Argentina,Northeast,Sugarcane,15.950855522441035,727.5080544949493,22.1,2.1869440747351527,10,40.19,46.9,10.09,50.521385008056086,No Adaptation,575.3467325460459,0
1993,Brazil,North,Vegetables,11.920637530774046,610.3481891306201,2.32,3.748591178201102,0,30.46,1.76,72.43,47.37797315164098,Drought-resistant Crops,919.1724073304148,0
1991,Brazil,North,Wheat,18.560845939006086,954.7127606651945,6.27,1.7132663313193943,10,66.17,18.72,64.95,37.96207097010024,Drought-resistant Crops,547.3876799127579,0
2019,China,East,Fruits,27.907031646976435,830.038030043501,24.15,2.5543936802258718,10,18.76,40.64,16.42,64.6098122914487,Drought-resistant Crops,479.7736796989466,0
2002,China,East,Vegetables,8.955793486960188,671.6352766378216,3.03,2.000203533899196,9,67.58,28.06,21.01,47.022248149272855,No Adaptation,546.6112831920121,0
2006,Nigeria,North West,Rice,12.839276230345842,918.936616205638,5.7,2.5596265496614414,8,91.92,2.42,94.13,56.51449639159531,Organic Farming,662.8962251053377,0
1992,China,Central,Fruits,21.366126466266326,870.7281298833643,11.56,2.28272735143328,10,40.9,6.38,94.77,59.09830892925257,Crop Rotation,385.7208546948942,0
2010,France,Nouvelle-Aquitaine,Fruits,16.39003576931809,804.681217843232,11.28,2.4922828226144844,10,67.18,4.71,99.87,63.67558344374874,No Adaptation,519.0624621140764,0
2018,France,Grand Est,Cotton,22.241690819445648,829.8803516540472,5.48,2.3457012357958353,10,10.19,29.91,9.41,60.857374042938865,Drought-resistant Crops,606.1527857536344,0
2021,USA,West,Cotton,18.927555294900227,669.7543561536528,3.13,4.058423066394909,1,66.79,9.61,30.43,64.85508094518072,No Adaptation,981.0600014880724,0
2002,China,East,Soybeans,17.351292056142817,794.436314181684,11.98,2.3389248988508275,10,99.68,10.14,36.09,57.31299294221479,Drought-resistant Crops,562.3989345807952,0
2010,Canada,Quebec,Soybeans,23.41402309188625,879.0240765288845,22.44,2.6001544480373666,10,44.95,11.74,82.75,71.50318232340969,Crop Rotation,865.9603550724389,0
2001,Brazil,Southeast,Wheat,16.153344405882677,832.2870886541515,1.29,3.944298494092015,2,36.71,31.25,41.3,57.89335276778307,Water Management,826.5604473699746,0
2022,USA,Northeast,Cotton,24.471253730033286,888.8530652508192,26.48,2.2279539148606555,10,10.78,19.44,70.34,53.44110221889726,Crop Rotation,603.9855184417406,0
2004,India,Punjab,Fruits,25.322200876215902,794.3777400414082,21.53,2.8724396560725625,10,78.28,14.75,65.84,76.25380925094775,No Adaptation,631.405683453602,0
2013,India,Punjab,Cotton,14.468794089418676,808.7493028334472,9.78,2.3359511320511492,10,65.78,21.8,69.6,60.003233068919,Drought-resistant Crops,623.6233917992384,0
2022,USA,Northeast,Vegetables,17.40898243532901,1116.1736449315135,10.92,0.934434164905015,10,45.51,32.5,93.69,35.49998939742808,No Adaptation,258.0982777050132,0
1991,Argentina,Northeast,Vegetables,22.346068151990217,836.7314240609016,16.06,2.493839316833159,10,56.78,16.61,68.62,62.958780579694086,Water Management,746.9756873639892,0
1995,India,West Bengal,Corn,32.381019244492485,1029.9440725978745,25.74,2.048730481017039,10,11.93,23.14,29.26,67.67736064539764,No Adaptation,508.3366495316546,1
2008,France,Ile-de-France,Wheat,17.837245406104408,978.1071732311725,6.38,2.605290270359966,7,27.74,5.72,80.41,59.104354147475206,Water Management,598.442523483394,0
1994,Argentina,Patagonia,Rice,13.791891868562187,960.2842932025419,5.73,2.8061908585888897,6,62.43,5.52,74.12,52.91391892624268,Organic Farming,901.7035231034521,0
2000,Nigeria,North West,Sugarcane,13.891596324420796,886.9218203260912,24.49,2.5196304495850605,10,52.9,40.43,14.25,65.37395819006052,Crop Rotation,686.4187273671375,0
1990,Nigeria,South West,Corn,19.77479790507582,1010.355252043934,20.74,1.7176039403002197,10,35.28,24.21,48.48,49.12189308758887,Drought-resistant Crops,553.9451652451519,0
2016,Australia,New South Wales,Rice,15.756513669432936,849.7674147307756,2.36,3.2923870439390113,4,54.89,48.45,57.7,50.61266388706588,Crop Rotation,694.0052838164506,0
2003,Brazil,Southeast,Wheat,23.766238120973796,1096.9274078939661,16.02,1.137107131185577,10,92.91,48.0,61.07,45.19945862599855,Organic Farming,260.39932698136516,0
2017,China,East,Barley,19.18155523742625,895.0579864644259,23.34,2.462936486359572,10,65.69,31.01,35.73,63.90946734787272,Drought-resistant Crops,547.152467204659,0
2008,Nigeria,North West,Barley,19.093627165846016,900.3220829104083,8.16,2.6476940739891233,8,67.55,42.95,50.41,57.029312492527836,Drought-resistant Crops,854.3675196760687,0
2012,Russia,Central,Rice,21.872162590989394,802.7564125354867,19.63,2.5924463794352754,10,36.87,4.09,21.13,60.851347297230504,No Adaptation,598.7358636775823,0
2011,Nigeria,South West,Sugarcane,17.90320247935083,767.0892965969483,11.46,3.0546752471621414,5,50.86,17.44,30.65,49.228054364671635,Drought-resistant Crops,820.0052882825744,0
2001,Brazil,Southeast,Cotton,12.531791094299114,881.353906596906,15.21,2.1477432717629856,10,39.44,37.47,65.59,51.820791821432934,Crop Rotation,708.2509313195212,0
2003,Brazil,Northeast,Soybeans,19.3761322016459,766.8280423341539,1.07,4.293142829868908,0,36.56,8.59,61.32,66.93606160184983,Organic Farming,995.7954197196577,0
1995,Australia,New South Wales,Rice,17.568787836253797,834.9119013324221,18.16,2.267092366088559,10,76.15,5.62,56.4,49.28977557158899,Water Management,749.2291059307404,0
1999,France,Provence-Alpes-Cote d’Azur,Wheat,21.770624628283272,843.3302747639333,19.08,2.16798686670406,10,26.82,3.83,43.61,49.664500284794414,Crop Rotation,754.7639206000791,0
2012,USA,Northeast,Wheat,19.754232272729833,1088.0872117190092,15.28,1.288735586690962,10,51.16,41.98,10.01,48.968204998787314,Crop Rotation,264.1819011762901,0
1994,Brazil,North,Sugarcane,19.233087666721683,863.7596326895219,21.6,2.6364034678531265,10,50.48,30.57,9.58,67.15425456939107,Organic Farming,724.9744568680393,0
2014,Nigeria,South East,Wheat,25.466052575619166,865.6026348576952,3.92,3.1355630337466582,6,53.6,43.47,89.7,68.09668344683023,Drought-resistant Crops,998.3194786881686,0
2010,India,Maharashtra,Soybeans,21.908692197788685,740.5492037630671,23.84,2.3438298173079044,10,92.83,48.1,73.76,56.7533864464459,Water Management,653.3204518497353,0
2018,France,Nouvelle-Aquitaine,Fruits,22.703161435391078,929.3057680675461,18.74,2.451721206672981,10,11.14,17.24,58.56,69.28866552342342,Crop Rotation,521.3281439726313,0
2003,Nigeria,North West,Sugarcane,19.349736070976356,949.18275196363,6.77,2.1841212195986697,9,24.0,34.82,29.85,51.16975704836341,Water Management,647.7853156541476,0
2001,Canada,Prairies,Corn,20.26473267538144,878.2246193245365,15.82,2.630628055444219,10,77.57,15.95,20.61,73.20573960005194,Drought-resistant Crops,493.71619388656643,0
1993,Nigeria,North West,Rice,14.267499802482977,919.8139080953163,3.37,2.618947115854882,7,73.54,36.15,21.27,53.73585265978266,Crop Rotation,586.6663133997928,0
2015,Canada,Prairies,Wheat,20.6478543471731,749.5947081376887,18.95,2.562519128687513,10,99.61,2.72,19.91,65.99248744307471,Crop Rotation,370.5834351657909,0
1992,India,Punjab,Soybeans,15.325023826457917,885.0404529736401,11.81,2.6848348683210914,6,28.53,10.49,28.0,44.24442844923864,Organic Farming,659.2848143659828,0
1991,Brazil,North,Cotton,23.92598111352795,898.032761931617,18.75,2.1156422308916083,10,85.55,38.76,46.85,46.41958187670268,No Adaptation,566.9073177452723,0
2010,China,East,Wheat,28.788530946389162,805.7268264316103,25.11,2.4670103975471296,10,97.95,9.42,44.79,58.10598586218509,Water Management,724.9410602030226,0
2006,France,Grand Est,Cotton,20.797549053342497,1082.6799781658842,12.94,1.6256776222297336,10,48.95,12.58,84.95,63.37989149277524,Organic Farming,555.5558858421034,0
2003,Australia,Victoria,Soybeans,16.45781694238024,869.2118285931934,5.74,3.21431717432294,6,83.29,30.11,30.34,63.77858847976989,Drought-resistant Crops,680.1985993702934,0
2005,Argentina,Patagonia,Soybeans,15.697221715117093,887.4948976223787,15.6,2.245509867217166,10,22.69,8.82,25.13,56.4127276630845,No Adaptation,708.8135464701095,0
2001,Nigeria,South East,Barley,20.32274160344532,1005.6942551929488,17.92,1.8689166571295268,10,41.79,7.26,20.51,54.25939811362233,Water Management,460.09418855111005,0
1992,Argentina,Northeast,Soybeans,18.050270011963,957.3566443741462,7.6,2.3255168078847084,9,94.23,31.56,96.65,58.47126359586956,Organic Farming,652.3801145749287,0
1992,India,Tamil Nadu,Fruits,24.272705948046422,826.1801918482597,10.15,2.237834016275304,10,18.18,15.14,52.95,55.658716431549784,Drought-resistant Crops,627.1867551862838,0
1991,India,Punjab,Rice,18.282279409094592,1110.438547509782,14.16,1.1162228130952752,10,89.75,15.39,91.94,44.72549352009974,Organic Farming,267.56433751907656,0
2015,Canada,Ontario,Vegetables,19.656714511531895,988.0705325888306,26.59,1.7891010340927243,10,19.84,9.18,78.35,43.62553575648937,Water Management,444.6552224232439,1
1991,Brazil,Northeast,Fruits,10.162187291648344,680.273381958305,5.77,2.7653772363239044,6,65.89,2.99,67.22,47.854319575445054,Water Management,712.8184324552371,0
1996,China,East,Sugarcane,25.440938800347578,785.7940004557503,23.49,2.5197549834666644,10,99.43,21.86,33.7,61.3737272909169,Water Management,548.9998638638133,0
2000,China,South,Corn,21.340299687564784,989.5553931239049,22.36,2.1343417749777154,10,11.13,29.5,80.02,63.62806706944348,Crop Rotation,689.7663024684365,0
2015,India,West Bengal,Wheat,20.853235569609694,1053.2333781554394,26.18,1.4948743641903857,10,48.04,0.43,74.86,39.632200102209026,Organic Farming,517.1387396706787,1
1990,China,Central,Vegetables,23.514760493946625,871.5433850928766,16.89,2.4564335317654518,10,59.17,22.54,37.66,63.19181539891307,Drought-resistant Crops,653.4172645258493,0
1994,Russia,Volga,Corn,21.040539465925153,926.5739521507714,14.45,2.1662274332789275,10,36.29,44.24,86.31,57.424822067272224,Crop Rotation,337.3119578221107,0
2006,Nigeria,North Central,Rice,22.28169395171007,791.6713672158774,27.16,2.427702747576173,10,18.07,23.94,72.33,52.01341524992669,Organic Farming,555.162424857346,0
1995,Canada,Quebec,Coffee,19.535996360626083,1003.640554830753,26.45,1.9649488945693006,10,56.39,8.58,22.96,48.45257362818873,Drought-resistant Crops,541.1270549443003,1
2001,Canada,Ontario,Fruits,30.1773294311025,866.5796864107953,23.17,2.2600614046373972,10,29.94,32.57,42.18,52.73642708845228,Organic Farming,440.7031981342505,0
2017,China,South,Sugarcane,17.198156927025558,797.4105638416452,2.18,4.3180069960544,0,50.88,42.49,56.06,62.37222730731513,No Adaptation,1121.2230074136874,0
2010,Argentina,Northwest,Fruits,21.064212534157402,764.7249089553222,7.55,2.569416450565788,10,14.23,26.83,87.83,65.29702360703286,No Adaptation,599.6311787987587,0
2009,USA,Midwest,Corn,27.439811000173243,883.6871299579434,25.94,2.0637290918103455,10,14.25,39.5,59.4,45.3259871206059,No Adaptation,644.6958585665905,1
2024,Nigeria,North Central,Sugarcane,22.910563292879836,1053.054917806051,28.92,1.4785982137170353,10,65.48,35.95,44.24,36.60123495539284,Crop Rotation,306.0517773198432,1
2022,USA,Midwest,Coffee,19.235929338338998,1017.4626540070151,25.77,2.098003378819054,10,14.25,25.53,32.7,66.97417637535327,Water Management,661.761144038789,0
1991,Brazil,Northeast,Sugarcane,22.672557282655024,940.1499434528116,10.69,2.7904085715555564,8,39.16,45.43,93.32,69.35329568553125,Water Management,692.2303307052807,0
2014,China,North,Wheat,19.741580983757185,1019.9177344344624,11.09,1.5627890106977036,10,94.46,37.3,90.54,46.63482290545973,Water Management,351.07252800517364,0
2015,USA,Midwest,Coffee,18.36533578756579,721.6080068235083,1.88,4.105115011212407,0,58.07,45.2,25.63,59.37306333460593,Drought-resistant Crops,808.8674015871875,0
1995,India,Maharashtra,Wheat,27.293880049389834,1002.7983856838136,29.86,1.4225759414832335,10,55.88,19.72,30.35,30.192396558060317,No Adaptation,243.9837232521951,1
1994,USA,Northeast,Sugarcane,20.02588248448409,904.0858773730413,10.08,2.3600648174154433,10,18.19,36.36,59.26,65.88647014594827,Organic Farming,795.7181484571557,0
2011,Canada,Quebec,Barley,20.828845380463246,956.2724477626555,21.32,2.01253042327168,10,14.87,47.19,66.58,49.92515710636864,Drought-resistant Crops,425.5110130665517,0
2012,Argentina,Patagonia,Soybeans,25.42729896521061,1089.9958440213,18.02,1.2329189523831112,10,59.7,10.56,72.36,38.61389924182324,Drought-resistant Crops,247.06587711174353,0
2002,France,Nouvelle-Aquitaine,Barley,21.808192354391224,844.0456509471139,29.82,2.5697722384641706,10,52.33,9.64,92.57,61.44577203008227,Water Management,604.2950838374593,0
2018,China,North,Cotton,18.195906648009583,910.7323111880568,23.6,2.4810774484274773,10,39.13,34.94,22.7,63.08230977809569,Drought-resistant Crops,553.7213271475446,0
1993,Australia,Victoria,Fruits,27.90878465951956,879.3160587432302,29.8,2.30764707497357,10,18.76,10.84,18.34,50.06006893358273,Organic Farming,645.936364599566,0
2013,Nigeria,North West,Sugarcane,23.099839877288396,951.8642560346354,26.43,2.4044434893115634,10,97.21,46.53,1.28,63.01527746660405,Water Management,698.5609228579838,0
2020,Argentina,Northwest,Barley,18.74406509573369,846.197224104095,22.97,2.2433832945641012,10,39.63,11.86,43.54,47.2150522661263,Organic Farming,635.7816172933906,0
1991,Canada,Ontario,Vegetables,17.480955575550748,685.6645272449532,3.71,3.49391385180368,3,14.72,7.22,28.72,55.15045322721117,No Adaptation,837.4513208589706,0
2006,France,Nouvelle-Aquitaine,Fruits,20.505760421077834,664.268819582627,0.88,4.022037693502423,0,42.86,48.99,39.25,55.040292957560936,No Adaptation,751.7038453494565,0
2002,France,Ile-de-France,Soybeans,18.68625533448573,1022.7638813950041,21.67,1.6125189844061252,10,13.5,45.89,70.92,34.97415998060487,Drought-resistant Crops,351.71032860059535,0
2018,Russia,Volga,Wheat,22.00838115314451,898.2314182979901,4.62,2.2313479727859455,10,89.43,19.78,46.69,65.3114729001224,Drought-resistant Crops,333.37670550532454,0
1999,Australia,New South Wales,Sugarcane,20.160317612667267,1045.343931968318,10.87,1.7015904124840118,10,17.38,41.65,23.34,54.23476687398025,Drought-resistant Crops,406.4980219215598,0
2012,Argentina,Northeast,Sugarcane,23.389878072739506,741.33162220325,27.72,2.3353849323940246,10,93.4,26.16,59.39,52.93500308690608,Water Management,689.8045665071438,0
1997,Brazil,North,Barley,23.978249400680973,901.2452238614486,12.6,2.3769794911280813,10,57.63,46.01,32.83,60.72256603362065,Drought-resistant Crops,629.7576055716265,0
2021,Russia,Siberian,Wheat,28.831793125458972,841.1535590772653,21.77,2.0725250900960788,10,89.87,14.46,93.97,39.442812713624406,Organic Farming,645.6497240290375,0
2020,Argentina,Patagonia,Soybeans,20.591509200255118,1027.0327253541611,21.29,1.5382054107756138,10,23.15,48.0,63.89,39.691428430885566,Organic Farming,475.9047669024029,0
2003,Australia,Queensland,Vegetables,21.823265401852378,917.729724887822,6.37,2.244491564522387,9,74.83,28.51,8.41,54.79936325036244,Organic Farming,686.5778469058218,0
2001,Nigeria,North Central,Vegetables,22.18515332393826,958.2082778101978,19.65,1.8469244152658497,10,33.88,26.91,43.64,45.5393669470767,No Adaptation,224.81461304486817,0
1991,USA,Midwest,Coffee,22.10761962916562,1013.4637918942738,24.03,1.9848610595719627,10,59.16,12.15,31.72,56.821319715808144,Drought-resistant Crops,456.57267649484936,1
2022,Australia,Victoria,Corn,20.43926302300911,829.2282367825545,9.76,2.2954353455994005,10,92.78,18.25,77.92,57.42107835949575,Drought-resistant Crops,485.7623616851487,0
2015,France,Grand Est,Rice,15.743913309784404,526.6341104029326,4.01,3.1144664352814546,2,97.47,18.27,25.72,58.22485258808923,Water Management,849.6950574869813,0
2017,India,West Bengal,Rice,14.067571060093043,961.7624449170013,11.86,2.1594618067280456,9,93.59,25.32,71.9,47.08374171022434,No Adaptation,416.70815530007604,0
2021,Brazil,Southeast,Cotton,20.60182521840336,878.6977011609845,20.34,2.7338135939736445,10,87.89,36.08,45.23,72.89191160930099,Water Management,818.3355452458413,0
1998,France,Nouvelle-Aquitaine,Wheat,22.127473917950773,1084.2758828565616,25.75,1.2983561215608304,10,28.05,49.31,21.0,36.63469696663172,Drought-resistant Crops,275.45714968448584,1
2014,China,North,Cotton,10.644818421132866,624.0364848599365,1.14,3.7188998419353565,1,97.42,25.94,77.57,51.205412761382185,No Adaptation,1081.9960661832988,0
2009,India,Punjab,Corn,16.831856152368307,959.5130089524082,9.51,2.3785422458619037,8,29.51,6.81,44.72,55.6024065303956,Crop Rotation,705.0394766928241,0
2024,Russia,Siberian,Cotton,12.894466516112567,921.2927013787706,9.83,2.6774800172418503,7,11.94,29.62,62.87,56.548984721144905,Crop Rotation,836.3358322156228,0
2007,China,South,Barley,19.51887826467385,1013.3443791991514,25.55,1.9755482920499832,10,21.45,16.34,22.38,56.97146673006563,Crop Rotation,536.332491681316,1
2012,India,Tamil Nadu,Rice,25.444277890312286,961.4858424013155,9.61,2.3154089486435976,8,23.1,20.81,98.14,51.279429740719195,Drought-resistant Crops,728.8390234381236,0
1991,Argentina,Northeast,Corn,17.310203286681613,884.4062713192463,21.57,2.3933031996044227,10,49.09,17.64,39.94,60.91957698571235,No Adaptation,579.4165505101462,0
2011,USA,South,Rice,20.94440051595186,850.1306556234856,5.87,2.832718550529025,7,12.85,45.33,97.32,57.26605749112255,Crop Rotation,650.1770678311423,0
1993,Argentina,Patagonia,Barley,16.093047938096507,1019.6735123414642,12.85,2.0624083852333133,10,66.0,10.72,52.94,66.99067258356895,No Adaptation,380.57226268638436,0
1997,Russia,Central,Wheat,17.10018185232459,869.044919882933,13.48,2.377153441505631,10,71.27,38.32,74.82,59.50100664931844,Crop Rotation,511.5749779324025,0
